613.33,22.592,,,,,
616.47,22.588,,,,,
619.61,22.584,,,,,
622.76,22.579,,,,,
625.90,22.575,,,,,
629.05,22.571,,,,,
632.19,22.567,,,,,
635.34,22.563,,,,,
638.48,22.558,,,,,
641.63,22.554,,,,,
644.77,22.550,,,,,
647.91,22.546,,,,,
651.06,22.542,,,,,
654.20,22.538,,,,,
657.35,22.534,,,,,
660.49,22.530,,,,,
663.64,22.526,,,,,
666.78,22.522,,,,,
669.93,22.518,,,,,
673.07,22.514,,,,,
676.21,22.510,,,,,
679.36,22.506,,,,,
682.50,22.502,,,,,
685.65,22.498,,,,,
688.79,22.494,,,,,
691.94,22.490,,,,,
695.08,22.486,,,,,
698.23,22.482,,,,,
701.37,22.478,,,,,
704.51,22.474,,,,,
707.66,22.470,,,,,
710.80,22.467,,,,,
713.95,22.463,,,,,
717.09,22.459,,,,,
720.24,22.455,,,,,
723.38,22.451,,,,,
726.53,22.447,,,,,
729.67,22.444,,,,,
732.81,22.440,,,,,
735.96,22.436,,,,,
739.10,22.432,,,,,
742.25,22.429,,,,,
745.39,22.425,,,,,
748.54,22.421,,,,,
751.68,22.418,,,,,
754.83,22.414,,,,,
757.97,22.410,,,,,
761.11,22.407,,,,,
764.26,22.403,,,,,
767.40,22.399,,,,,
770.55,22.396,,,,,
773.69,22.392,,,,,
776.84,22.388,,,,,
779.98,22.385,,,,,
783.13,22.381,,,,,
786.27,22.378,,,,,
789.41,22.374,,,,,
792.56,22.371,,,,,
795.70,22.367,,,,,
798.85,22.363,,,,,
801.99,22.360,,,,,
805.14,22.356,,,,,
808.28,22.353,,,,,
811.43,22.349,,,,,
814.57,22.346,,,,,
817.72,22.342,,,,,
820.86,22.339,,,,,
824.00,22.336,,,,,
827.15,22.332,,,,,
830.29,22.329,,,,,
833.44,22.325,,,,,
836.58,22.322,,,,,
839.73,22.318,,,,,
842.87,22.315,,,,,
846.02,22.312,,,,,
849.16,22.308,,,,,
852.30,22.305,,,,,
855.45,22.301,,,,,
858.59,22.298,,,,,
861.74,22.295,,,,,
864.88,22.291,,,,,
868.03,22.288,,,,,
871.17,22.285,,,,,
874.32,22.281,,,,,
877.46,22.278,,,,,
880.60,22.275,,,,,
883.75,22.272,,,,,
886.89,22.268,,,,,
890.04,22.265,,,,,
893.18,22.262,,,,,
896.33,22.258,,,,,
899.47,22.255,,,,,
902.62,22.252,,,,,
905.76,22.249,,,,,
908.90,22.246,,,,,
912.05,22.242,,,,,
915.19,22.239,,,,,
918.34,22.236,,,,,
921.48,22.233,,,,,
924.63,22.230,,,,,
927.77,22.226,,,,,
930.92,22.223,,,,,
934.06,22.220,,,,,
937.20,22.217,,,,,
940.35,22.214,,,,,
943.49,22.211,,,,,
946.64,22.207,,,,,
949.78,22.204,,,,,
952.93,22.201,,,,,
956.07,22.198,,,,,
959.22,22.195,,,,,
962.36,22.192,,,,,
965.50,22.189,,,,,
968.65,22.186,,,,,
971.79,22.183,,,,,
974.94,22.180,,,,,
978.08,22.177,,,,,
981.23,22.173,,,,,
984.37,22.170,,,,,
987.52,22.167,,,,,
990.66,22.164,,,,,
993.80,22.161,,,,,
996.95,22.158,,,,,
1000.1,22.155,,,,,
1003.2,22.152,,,,,
1006.4,22.149,,,,,
1009.5,22.146,,,,,
1012.7,22.143,,,,,
1015.8,22.140,,,,,
1019.0,22.137,,,,,
1022.1,22.134,,,,,
1025.2,22.131,,,,,
1028.4,22.129,,,,,
1031.5,22.126,,,,,
1034.7,22.123,,,,,
1037.8,22.120,,,,,
1041.0,22.117,,,,,
1044.1,22.114,,,,,
1047.3,22.111,,,,,
1050.4,22.108,,,,,
1053.5,22.105,,,,,
1056.7,22.102,,,,,
1059.8,22.099,,,,,
1063.0,22.096,,,,,
1066.1,22.094,,,,,
1069.3,22.091,,,,,
1072.4,22.088,,,,,
1075.6,22.085,,,,,
1078.7,22.082,,,,,
1081.8,22.079,,,,,
1085.0,22.076,,,,,
1088.1,22.074,,,,,
1091.3,22.071,,,,,
